,LABEL,COMMENT
4679,GM,Roj video ni wait kariye chiye aame tamara..
4680,GM,Maja aavi joy che video joine
4682,GM,Ghana time pasi amitabh bhai ne joya ho
4683,GM,aa Police vadoj vandra ni dhamaal vado vandro lage che mane to..
4685,GM,Vehli uthine ccccc karva javu 6u
4686,GM,Kone kone aevu lagiyu.ðŸ¤”ðŸ¤”
4687,GM, Rajkot Ma jyare tame avo tyare brij soni ne mayda vagar jav to tamaru jivan dhuyd che 
4689,GM,Apda bey no video
4691,GM,Vandro malo k nai ??
4692,GM,Khajur bhai hve water park no video bnavone pls
4695,GM,Khaiur tu to chokri  Sathe bhag
4697,GM,Ha khajur bhai moj ha
4698,GM,Khajur bhai plz Mane tamari Sathe channel ma laylo plz tamne kasme che
4699,GM,Wah bhai wah
4700,GM,ha moj hard
4701,GM,ha moj ha
4702,GM,khub j Sara's video banavyo che.
4708,GM,Khajur bhai Ni moj  like karo ho
4709,GM,ANE AA CHOTELAL NU REAL NAME KEJO PLEASE..
4710,GM,Dayro Part 2 Banavo maja avi gay
4711,GM,Khajur Bhai Tamari Chanel Ne Gold ane diamond play button avi jay evi mari Subeksha che 
4712,GM,ha ha ha mast jordaar
4713,GM,Khajubhai tamaro to baaki Jordar look laage chhe ... 
4714,GM,Vakil hoy to tamari jeva Bhai :)
4715,GM,Future ma khub mota comedian banvana cho holiday suthi to javanaj khajurbhai
4717,GM,joradar dosto
4718,GM,RAJKOT AND KHAJUR BHAI ROCKS !!! ðŸ˜ŽðŸ˜ŽðŸ˜Ž
4719,GM,Wha khajur bhai wha
4721,GM,Khajur bhai hu tamara badhaj video job chu
4722,GM,Tame super thi pan uper video banavo cho
4723,GM,Vapi ma kiyarik avo  khajur bhai
4724,GM,Mare tamne malvu che Rajkot avo atle kejo ok
4725,GM,Ha mare kaleja ha avvaj diyo ava ne ava video bhai
4726,GM,Bhai bhai tarun to bhuka kadhi nakhe aaktig ma jordar vidiyo kay no gatey
4727,GM,Vava su vat  moj padi gay
4729,GM,Avaj video banavo
4731,GM,May chenal subscribe karo remix song sambhal va mate
4732,GM,Vandra ni dhamal jaldi banavo khajurbhai
4734,GM, aa kanun andha he pan jaj ne peli wakha aandhra joya
4736,GM,A.R.bhatt college aetle aavo rakhdo bhago...ðŸ˜‚
4740,GM,Aapde una na 6iye Ho....
4742,GM,Wah Khajur bhai Bachan saib Avi gya maja avi gai
4743,GM,haju ek aavo vidio banavo khajur Bhai jordarrrrrrrrrrrrr
4744,GM,Khajur bhai Tamaro Vat na thayo
4745,GM,Bv funny ho
4746,GM,maza aavi gay khjur bhai
4748,GM,Bdha krta mane tamara bhai ni comedy sauthi pela gme 6. 
4750,GM,Khajur bhai kes jitigaya fish ma chhokri upadhi gaya
4752,GM,baki lala Bhai ni acting jorrrdaaar Bhai
4754,GM,Aavo bijo video banavo
4755,GM,Must che
4756,GM,khajur bhai tmra video bov sras hoi che
4757,GM,",khub maja awe che video jovani tmra."
4758,GM,tmri team pan khub sras che. 
4759,GM,amj video banvta ryo amne  bov maja awe che.
4762,GM,Hashi Hashi Ne Lot Pot Thai GayaðŸ¤£ðŸ¤£
4763,GM,Ha bhura bhai ha
4764,GM,Bachan bhai aayva ho
4765,GM,Jordar bhailogo
4768,GM,Ha moj ha
4769,GM,Joradar
4770,GM,Una thi kodinar kem na aavya mara ghare?
4772,GM,kort ne tark 2 banavo
4773,GM,Khajur bhai  àªµàª¾àª‚àª¦àª° àª¨à«€ àª§àª®àª¾àª²  no part 4 lavo ne pls
4776,GM,Super 6 khajur bahi
4778,GM,Ha moj ha
4780,GM,Ha khajur bhai ab aaya Maja .
4782,GM,Mast khajur bhai ðŸ‘
4789,GM,Wah khajur bhai
4790,GM,Khajur bhai (Nitin jani ) tame amita bachhan  ne Kem Leta nathi
4792,GM,av nikol video Shooting karva
4797,GM,Jordar
4798,GM,Ha moj ha
4799,GM,Jordar
4801,GM,Jordarrrr
4802,GM,Ha moj ha
4804,GM,Ha moj ha
4805,GM,Court etle pn jordar hoðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚
4806,GM,After long time big b is back welcome back big. B
4810,GM,Subscribe karo khajur bhai ðŸ˜ðŸ˜ðŸ˜
4816,GM,Khajur bhai gam nu name rajkot jj kem lithu kharab nathi rajkot hoo
4817,GM,Bhale //khajur bhai  //bhale
4818,GM,Vah nitin jani vah
4819,GM,Ha khajur ni moj
4820,GM,Khajur bhai Vandra valo part 4 kyare avse
4821,GM,Aava j video banavto rehje bhai
4822,GM,àª®àª—àª¨ bhai no roll saro 6i
4823,GM,"Vah khajur vah su video banavyo chhe te to 
"
4824,GM,Super & nice video ðŸ˜ðŸ˜ŠðŸ¤£ðŸ˜„ðŸ˜€
4825,GM,Ok  khajur bhai
4826,GM,Vah vah supar
4829,GM,Ha moj ha
4830,GM,"Vaahh khajur bhai, khari mojj to tamej karavo cho"
4832,GM,Pasd..sokri.hase.se..ok
4841,GM,Una vala road parðŸ˜ðŸ˜ðŸ˜
4845,GM,Jordar khajur bhai....
4853,GM,Khajur bhai jo bollywood ma aave to to Kapil sharma ne pan katoro levo pade
4854,GM,Ek dum great video khajur bhai ðŸ˜˜ðŸ˜˜ðŸ˜ðŸ˜
4855,GM,Moj nitin bhai
4856,GM,Judge baki em 6 hooo
4859,GM,Ha una
4860,GM,Ha A.R.Bhatt Clg ni mojjjjj haaa
4863,GM,Khajurbhai keri ni season upar video banavo
4865,GM,Kajur bhai tame amara gam ma kyare avi gaya
4868,GM,Khajur bhai tamaro big fan su
4870,GM,vandara no 4 bhag muko .khajur bhi
4871,GM,Aej divase ane kadghara ma aavi ne avu boli k chaaro vinva gay ti
4872,GM,"Mujrim ni vau to piyer gayeli 
"
4873,GM,amaro case pan ladva aav jo
4875,GM,àªµà«€àª¡àª¿àª¯à«‹ àª—àª®à«‡ àª¤à«‹ àª¤àª®àª¾àª°àª¾ àª®àª¿àª¤à«àª°à«‹àª¨à«‡ àªªàª£ àª®à«‹àª•àª²àª¾àªµàªœà«‹ àª…àª¨à«‡ àª¹àª¾ àª®àª¾àª°à«€ àª¯à«-àªŸà«àª¯à«àª¬ àªšà«‡àª¨àª²àª¨à«‡ àª¸àª¬à«àª¸à«àª•à«àª°àª¾àª‡àª¬ àª•àª°à«€ àª²à«‡àªœà«‹..
4883,GM,Magan ni acting jordar se
4884,GM,"Wah khajur bhai, "
4885,GM,Ha moj ha khajur bhai ni hahaha
4886,GM,Seriously bov maza aavi video joy neðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚
4887,GM,Mja aavi gay jovani
4889,GM,Nice che jordar
4891,GM,jordar khajur bhai...
4893,GM,Jorr
4898,GM,Ha khajur bhai tamari moj
4899,GM,Part 2 banavo
4900,GM,Amitabh bhai kya voy gya ta
4901,GM,Kai no ghate ho
4903,GM,ha
4904,GM,Mast
4905,GM,Amara gam ma avo ek var plzzz  and reply to apo ek
4906,GM,Vah khajur bhai vah full moj
4907,GM,Maja avi kahit bhi ðŸŠðŸ¤£
4908,GM,tame king ke hevan water park maa aavo to mane call karajo ...no.6354265603
4909,GM,Ha khajur bhaini moj ha
4910,GM,King ðŸ‘‘of khajur bhai ðŸ˜˜ðŸ˜˜ðŸ˜˜
4911,GM,hu jetpur rahu chu 
4917,GM,Kajur bhai maare tamaari saathe selfi paadavi che 
4918,GM,Khajur  bhai  na  fan  Aa  video  ne  like and   sher  karo
4920,GM,Khajur  bhai  na  video  supar  hit  j   hoy
4923,GM,Khajur bhai hu tamaro big big fan chu
4924,GM,Ha Khajur Bhai Ni Moj ha
4926,GM,Khtrnak..Nitin boss nd also tarun bhai nd savan maro bhai...to jabrooooo....love u savan..mra bhai...
4927,GM,Ha moojj
4929,GM,Jordar khajur bhai part 2 joye ano ....
4930,GM,Majave gay kot ma kajur bhai
4931,GM,Jordaaar
4934,GM,2hour tamara video joya  ane mane sav thi vadhare  tamari ane  ola chedti  karva vala ni acting gami
4936,GM,Subscribe kro Rk official
4937,GM,Ha moj ha khajur bhi super video ho moj ave
4938,GM,Haju part 2 baki 6 mitro
4941,GM,Jaj saheb jabru buma pade 6
4942,GM,Khajur  bhai  na  video  ma  to  moj    j  Aave
4943,GM,"Ek vat kahu kjajur bhai me 
"
4945,GM,"vasantiben ne nyay mali gyo, km k ene khajurbhai mali gya"
4946,GM,Khaju Bhai mate ðŸ’¯ like
4948,GM,Mst dancing
4949,GM,Khajur  bhai  ni  to  moj  t hoy
4950,GM,Va  khajur  sir  ni  moj
4951,GM,Jordar 6e kotni tarikh khajur bhai
4953,GM,Vah  khajurbhai  moj aavi gay ho
4954,GM,Amitabh Bachan Pacha Avya Thoko Like
4957,GM,Jaji moti nai thay
4958,GM,Mast
4959,GM,maja aavi gay khajur bhai
4967,GM,Juniyar bachhn  Aavi  gayaðŸ¤—ðŸ¤—
4968,GM,Jene bi vidio saro lagiyo hoy te like kare
4970,GM,AMARU UNA BEST VIDEO
4973,GM,Baben tame video soot ma me tamne puchhelu. (
4974,GM,Jordar khajur Bhai
4977,GM,Supr ho khjur bhaii
4979,GM,Khajur tu to chokri jevo lage che
4981,GM,Hi me tamne humna j  coment kari oli bhavnagar vali olkhayo
4982,GM,Ha moj khajur
4984,GM,Khajur bhai engineering na students par video banavo please..
4987,GM,amitab ne laya ho khajur bhai
4988,GM,Subscribe Now
4989,GM,Joordar..... khajur bhai.....
4990,GM,Ha khajur bhai ni moj ha ðŸ˜‚ ðŸ˜‚
4994,GM,SUBSCRIBE KARO KHAJUR BHAI
4996,GM,Superb khajurbhai
4997,GM,Ha moj Ha
5002,GM,Aa jaj ma na hale khajur bhai tamare jaj banai
5003,GM,Engineer no bnavo bhai kaik video's
5004,GM,Ha khajurbhai Ni Mojjjj ha
5005,GM,Ha khajur Bhai Ha
5006,GM,super duper
5007,GM,Jor dar
5009,GM,moj moj
5011,GM,Jani brother vaat Che tmaro
5017,GM,Ha moj ha
5021,GM,Bacchan sir ne laya aem ne .. pinakin gohil .. ne
5026,GM,Khajur Bhai Hu Tamaro Bv Moto Fan chu Mare Tamne Malvu Che Sir
5029,GM,Like Karo aaiya
5030,GM,Vah khajur bhai
5031,GM,Kem cho khajur bhai tam film star casr upar video banavo
5032,GM,Malvu che bhai
5034,GM,ND aapni email I'd hoy to aapo to amari mangamti story Tamane aapiye.ane tame vdo banavo
5037,GM,subscribe karine support karo 
5039,GM,baki khajur bhai tamaro vad na thay ho
5040,GM,Awesome  khajur bhai
5041,GM,Ha khajurbhai ha. ....#raghumeghani
5042,GM,supar comedy hobhai
5043,GM,Subscribe karo my channel. 
5045,GM,Ha khajur bhai tmari moj haðŸ™ðŸ‘ðŸ˜‚
5048,GM,Fast  apani coment
5054,GM,Ha moj ha
5062,GM,Maja avi gai
5068,GM,Ha moj ha
5069,GM,Ha moj
5070,GM,vah kajur bhai
5071,GM,ha khajur bhai ha
5073,GM,Bapo Bapo ðŸ¤”ðŸ¤”ðŸ¤”
5075,GM,Nitin Bhai...jor ho.
5076,GM,Engineer no bnavo bhai kaik video's
5078,GM,Ramesmaheta no 1 hta jitu Bhai no 2
5082,GM,pravin luni ne bola vo bhai
5083,GM,ha ha bhai
5084,GM,nice hoa
5091,GM,Haa jitu Bhai
5092,GM,kon 6e phone karva volo
5094,GM,Tamara darek Video na backgraund ma Andharu kem rakho chho...
5095,GM,Good
5096,GM,Nice
5098,GM,hiiiiiii mare phone krvo vheeeee
5103,GM,Rohit Thakor ne bolavo bhai plz
5104,GM,Ha moj
5106,GM,Vikrambhai kyare avshe
5107,GM,Ha jitu bhai
5108,GM,Ha moj
5113,GM,Gaman santhal ne bolavo
5115,GM,Ha moj ha
5119,GM,jordar ho
5121,GM,sir youtube ma kevi rite live. dekhi shKie ?
5123,GM,good nmr aapo
5127,GM,lave kevi rete jovu
5153,GM,रासनकाड  से   पण   बन   छे   भाई   कई   मलतू  नथी
5154,GM,Bhai LOAN and EMI kevi rite bhariye. 
5155,GM, Eno koi rule aave to kevo.🙏
5157,GM,Kisan bank loan Renu karvani tarikh jaati rahi ho animate in Mahiti Aapu
5160,GM,pf kevi reti uthavno.. 
5161,GM,Kai pan Vijay rupani evu kidhu 😂
5162,GM,n now current town biju city che 
5163,GM,to su aa koi sceam no laabh madse..?
5164,GM,sarkarj   kharab samay ma  kam  lage chhe
5167,GM,Gujrat ma 60 cr parivar che su ??? 
5168,GM,Rasancard alag town nu che 
5169,GM,Mandir ma dan apva karta  sarkarne  tex  apo  bhaio  
5171,GM,apl card wala ne su?
5173,GM,bhai  Eminu su...?
5174,GM,Maru gar kachu  varshad maate talptri sahay aapva vinndti kachchh bhuj
5186,GM, jah GST bhare chee 
5187,GM,amne kyare panh sarkar tarafh thi koi labh madhtu nathi dar vakhte ajh murkha bane chee.
5188,GM,Amara jeva middle class loko mate su??
5189,GM,Nana ane Madhya vargya vyapaario mate su
5190,GM,Labharthi vaykti ne labh male aevu karo 45% loko ne pm kishan yojna no malto nathi
5191,GM,BPL nu resan card hoy ane frema malse ne
5200,GM,Kem ae loko yodhdha nathi? 
5201,GM,Aemni family nathi?
5202,GM,bakvash karvanu bantha  karo to saru.
5203,GM,dhadh nathi plus gajvana paisa pan kadhavana ana par government vicharvu joye
5204,GM,pan ameto Madhuri karia 100₹ 200₹ kamaye 100₹ 200₹ sakbhaji laitbil anaj laye amari pase IPL rasnkad se to amari su
5205,GM,Police mate kasuj nathi karyu?. 
5206,GM,Police sathe aavo bhed bhav kem?
5207,GM,Aa bathi yojna loko shuthi pahochti nathi 
5208,GM,Finance na hapta ni vaat agal pahuchado .
5209,GM,Shop na Rent nu su yar 
5210,GM,Sar bhatha IPL rasn kad varavne a bhathi suvitha api 
5211,GM,Gujarati works nu Su tha sa sir
5215,GM,Superb sir
5216,GM,ke mota buagna khedut na home four wheeler bangla type home chhe
5217,GM, to garib khedut ne alag kari paisa ape 
5218,GM,OBC Vara su kare
5219,GM,and khedut ne tya sarkari job vadhare male chhe 
5220,GM,Sarkar shri ne namr apil chhe 
5221,GM,Sabji or dudh ka bhi paisa do
5222,GM,hoy ani pls thodi help karo ne
5223,GM, su proses.. 
5224,GM,bhai ek coman logic che 
5225,GM, desh ni population 130 carod & help ni rakam 1 lack carod 
5226,GM, su practicaly aapse? 
5227,GM,vtv na madhyam thi sarkar sri shudhi vat phochadvi joiye
5228,GM,"etle 1,00,00,00,00,000 devide by 1,30,00,00,000 etle per person 770 carod malwa joie  "
5229,GM, thodi madad kri next 5 yr na vote bank ni garanty lai lese... 
5230,GM, 1 lack carod kone keway e to vicharo. 
5231,GM, tamne pagar bhi nathi apvani to ava bhai = baheno mate bhi vicharo 
5232,GM," jo 10,000 carod bhi dewanu vichare to per person 7.77 carod thay😂😂 "
5233,GM, etlu free ape ewu lage che aaj sudhi ni hystory joi😝
5234,GM,ke je Dimond worker che 
5235,GM,amni paristhati bau kharab che
5236,GM, corona na lidhe je factry bandh che
5237,GM,And sir apde hendicao ne pisha leva mate su karvu padse
5238,GM,ane credit  card bill tenaa uper jarur video banaavo bhai plees...
5239,GM,Vijay rupani saheb ne vinnnti che 
5240,GM,Bajaj emi nu su karvaanu 
5241,GM,Link apjo sir ashok lathi
5243,GM,Mr chotu 1 vat khu valu kadhi nakh
5244,GM,Emi nu payment krvuj padse ke
5246,GM,mare pf ke tds nathi kapato 
5247,GM, to amara jeva varkar ne shu male kay nahi  
5248,GM,atayare amaru ghar kevi rite chale che te ame jani chi ae
5249,GM,office upar j bharva kavu pade 
5251,GM,ane office bandh che su karvu
5252,GM,".have e loko bank mathi hapto nathi upadta, "
5253,GM,te company ma kaymi nathi  karta 
5255,GM,Gunj bhai jeni pase rasan card na hoy tenu su.
5256,GM,Hu je company  ma kam karu chu 
5258,GM,8000pgar ma epf kpay to hoyto epf  jmatse??
5259,GM,Bajaj ma gold muki loan lidhi che..
5261,GM,Aato garibo no chhe
5262,GM,Sir ek video emi uper banavo lokdown ma kaam bharvi
5263,GM,Yar....Gunj Bhai Tamara Left Hath Ni Aangali Ma Su Lagyu 6e....
5266,GM,Sir apl card dharkone pan rahat malse
5267,GM,Sir benk loan na EMI mate koi pn advertisement nathi ???
5268,GM,emi. mate no video bnavo.  k  ecs aavse k nhi.  next. 3 month
5269,GM,APL kupan hoy Tene pan Malse K ny
5273,GM,hal bekar siye roji roti pan ban se Kam vagan ger su khavu
5274,GM,i hope garibo ne mle to sru...
5278,GM,Amane kasu nathi malu Bhai 
5279,GM,bhai epf ma thi paisa kevi riti withdraw karwana te jarak samjavo ni
5280,GM,A bdhu rashan Anaj vache vada chmcha o khai jse 
5281,GM,Badhuj.loka.dauan.pana.Fainas.naHapta.caluche
5284,GM, atle to a hapto jama thavanoj ha to khetut ne murkh samje6
5285,GM,to bichara amne Kay labh nathi malvano
5286,GM,kevirite check karvi Mari job Gsrtc ma Che
5287,GM,April ma to 4mahina thay6
5288,GM,sir aje sbi a kidhu che k 3 month sudhi koe pan bank a EMI na levu ana mate video
5290,GM,Gunj bhai Amara gam na gana badha loko no ration card non nfsa che 
5292,GM,PF ketlu jama thayu Che 
5293,GM,to mare su karavanu se maru pf tust ma kapaya se 9638596731 call mi
5297,GM,corona pahelaj e  shivay apwana hoy to kaho
5298,GM,maru pf withdraw nahi thatu 
5300,GM,Sir jene bank mathi mahila group lon lidhi hoy tema rahat malse ke nahi janavso plz
5303,GM,Bhai 6000 rs to emnem pan malwanaj hata 
5313,GM,Bhai EMI su Karu bhai
5316,GM,"Pf pinding  
 Under se to su karvu joye  
 Plz help"
5317,GM,EPF account ma Thi withdraw kevi rite kari sakiye Plz tell.
5320,GM,mnreca-rural no labh amare kya leva javanu 
5321,GM, Kyare malse ano labh 
5322,GM, Su karvanu ana mate amare.  Plz.. kaho
5323,GM,  amne koi ketu pan nathi   plz.. video mokalo kaho 
5324,GM, Su karvanu  
5326,GM,kone pushvanu.  
5327,GM,Plz... Sar javab apo   
5328,GM,Private company no emi no su thase bharvi padse athva rahat padse
5329,GM,Pak dhiran bharavanu shu thase kyare bhavanu
5331,GM,Hu kadiyakam karusu marebenk akauntnathi to su karvanu
5333,GM,500 ma su far chal chhe su masjak se
5334,GM,2000 thi khedut ne 2 khatar ni theli nathi aavti a khabar pade 6 ?
5335,GM,Amara paak no bhav 2000 j mukyo
5339,GM,College exam kyare rakhvani chhe 
5340,GM, And morbi ma duniya na kharkhana chalu che
5341,GM,Polish dhoka mar ta hata 
5342,GM,tr bara bar hti Abhano kam vagar bahar na nikadso 
5343,GM,Adani port pan chalu che  
5347,GM,Api jaav mara jevo garib koi nat saaib
5348,GM,Khubaj Saras kam
5349,GM,"Jane rasan card na hoy 
 Anu shu"
5350,GM,kiyare apese bhukhemari jaye tiyare apse
5355,GM,Dist dahod ma se village bhe ta garbada ma 
5356,GM,mare ghare to paisa nathi saheb to play please madat karo
5357,GM,Saheb madat karo bhasan mat karo
5358,GM,Badhani fikar karvi pade
5359,GM,Bhai paysha on jaryri Che sar
5360,GM,Pachi bijanu su Tena thi upar hoy te
5363,GM,Rojanu malashe bhai
5366,GM,Khali jaherat Aapse koi ne kai Aapse nai
5371,GM,Recan card no hoy te su karva nu
5372,GM,Atayare bhukh mara thi je prja piday se temnu su sir
5375,GM,Nathi khavu atlu
5379,GM,"Jordaar 
 Nice. 
 Bhi"
5380,GM,Tanyu bai
5385,GM,ऐ महा मुर्ख तारा कार्यकर्ताओं ओज अमीर ना रुप मा भीखारी छे
5387,GM,Jaheraat safal kyare thhase
5397,GM,Garib ta sarakar ja  she ne 
5399,GM,Paglu Barabar Che pan avu thvu pan joiey
5414,GM,Garib matlab Kono samavesh thi che ?
5417,GM,Ha Maru Gujarat ha
5420,GM,Fakat jaherat thaya kare
5421,GM,Loan ane EMI vadao nu su jarak eni pan jaherat karo
5422,GM,Lyo bolo have 1 tarikh na thase 
5423,GM,public nu todu bhegu ane lagse rasan ni line ma
5424,GM,Nahin Hai Jo 21 Din ghar baith kar kha Saken
5426,GM,plz te loko ni help Karo
5435,GM,"MORAD ( petlad )ma kyare avse , food saman  ?????????"
5436,GM,Mukhya Pradhan Vijay rupani ji. 
5437,GM,Village ma kyare bhojan avse
5438,GM,Rasan to aapo j pan shathe shathe jandhan khata ma 15000rs pan jama karavo 
5439,GM,e khata no MATLAB su aava Time e paisa na aapo to 🙏🙏🙏🙏
5448,GM,Maro nam apo
5449,GM,Surat ma cu
5450,GM,Amuk loko fasai gaya chy aemne pan gare pokadvani venati chy 🙏🙏
5451,GM,Kevi reete aapse ye to kho aapse aapse par kevi rite
5455,GM,Khota che
5459,GM,Tal appo  dal ma su ni joy
5460,GM,pan ena pahela garibi thi vahela mari jase publik
5461,GM,dukane kevi rite javay bhojan.ni.vyvsth.karo..loko.aapghat.karase.
5462,GM,Korona to thase tyare marse 
5465,GM,Polish.naa.danda.pade.chhe.
5474,GM,Ben tame ek ne ek vat katlik var karso
5475,GM, masaj avea  karnk istorvara anaj  hoti kha she
5476,GM,Sarkara mobail nambar ni   nodhnirasn kardma karvi joea  
5477,GM,shakbhaji leva jav tyare double bhave levi pade chhe
5478,GM,Khedut ne shakbhaji na bhav malta nthi 
5495,GM,Vadodara kbate aayojan nahi sir Rajkot
5500,GM,sir slide ma 1 january 2019 chhe 2020 karo...
5503,GM,Binsachivalay na kai news khara
5504,GM,1 Koneru hampi =andhrpardesh   2 tejash tren  ahemadabad  thi mubai  3 kanailal ni132 mi janm jaynti
5548,GM,          Janma jayanti 132 mi
5551,GM, China ni lei Tingli ne haravi 
5552,GM, Rassia na mosko Ma aayojan  
5560,GM, Ghanshyam ane vyas jeva upanam dhravata hata  
5561,GM, Gujarati sahitya na ek matra lekhak k j bandharn sabha na mahtva na sabhya hata.
5562,GM,Sachi var che tamari sir.tamaru current khub j kam aavyu che
5574,GM,A.1. adhrapradesh . world repaid championship jiti che. 
5578,GM,SdG repot gujrat 6 upar che k 9?
5579,GM,Sir vacancy pade to jan karjo
5581,GM,2020 che sir
5587,GM,रसियाना mosco ખાતે યોજાયેલ સ્પર્ધા  કોનેરું હમ્પી  આંદ્રપ્રદેશ ની છે
5588,GM,2020 start  thai gyu
5594,GM,Me api છે krushi.. 
5595,GM, Hu girl છું.... Mare 104 તઃય છે cut off 
5601,GM, U. P na rajypal Rahi chukya 6
5609,GM, 2-Ahmedabad to mumbai 17 jan udgatan che je cm karse first tejas train lakhnau to dilhi  
5610,GM, 3- cds bipini ravat  umar maryada 65 year ya 3 year 
5612,GM,Sir super class nu aayojan Ahmedabad branch khate pn karo plz...
5613,GM,Namste ice rajkot🙏
5640,GM,Khub j Saras👍
5643,GM,Filmfare awards ni jagya a Oscar nu table aapel che
5646,GM, video ma please continue kro sir...........
5648,GM,Sir last 2 week thi week na one liner fact nathi aavtu
5650,GM,Film fare award ni jagya ae Oscar aword ni print batavi che
5683,GM, Jordaar  ! 
5688,GM,Sir jjunieer assistant ni he exam levani che Tena vise mahiti aapo ne plssss
5693,GM,Chodu jevu current htu sav😡
5703,GM,Sir tmara current affair ma amdavad ma sardar Patel Ni pratima nu Kem na aayu.
5704,GM, Bov adhuru  aave tmaru current
5707,GM,Rajayni majuri lelipade sir AFSPA   Kaydo lagukarva mate
5727,GM, ghanivaar mate confusion dur thai jaay
5731,GM,Sir je saval pu6o eno bija divse javab pn apjo km k comments ma alag javab malta hoy 6
5738,GM,Jordar sir ..
5740,GM,Who na mahadachiv antino guterioes j UN na chairman
5745,GM," to ek video banavo jethi loko jagrut thay ,"
5746,GM,"Sir Pgvcl Dgvcl Ugvcl Mgvcl Junior assistant ma Engineer , External, 55% less students sathe anyay thay chhe"
5747,GM,Mane khabar chhe Tame nahi banavo to Pan aasha Rakhu chhu.
5750,GM,Ful dei no celebration a ઉત્તરાખંડ ma ઉજવણી કરવામાં આવી છે
5751,GM,Kjotu su bhanavo
5756,GM,Sir last question ma utrakhand answer aavse
5760,GM,Ful deyi utsav-utrakhand ave sir
5762,GM,Sir utrakhand ma ujvayo.. che
5763,GM,Full devi festival Uttarakhand ma aave....not Chhatishgarh
5765,GM,Manohar parrikar : 2020 nu (maranoprant) padhmabhushan purashkar rajniti kshetra ma
5766,GM,Saheb ful dei utsav uttarakhand aave...
5770,GM,Chhatisgadh ke utrakhand utasav na prasn ma
5771,GM,Sir... Fuldai festival -Utrakhand ma ujavayo....
5774,GM,Chhatisgadh nu patnagar raypur aave
5776,GM,Sir aek qustion ae che ke unaccedamy par educater tarike register karavu hoy to
5777,GM, sir white bord par bhnavi sakay coment laptop par vanchavi and live mobile thi thavu su avu possible che ?  
5778,GM, Javab apajo sir
5790,GM,"Sir 
 Chella question ma...  
 Uttrakhand aave..."
5792,GM,Sir february monthly current bnaavo ne sir sunday sudhi ma plzz sir
5793,GM,Sir fuldei festival utrakhand na aave?
5796,GM,Ful dei utsav Utrakhand Ave nai ke chhatisgadha
5804,GM,Sir tame khotu kidhyu ful dey utsav Uttarakhand ma yojay che Chhattisgarh gadh ma nai
5807,GM,Uttarakhand ma daheradun khate fuldehi utsav ujvay chhe. 
5809,GM, Kaam Kare teni bhul thay. 
5812,GM,Dehradun uttrakhand nu partner chhe
5816,GM,Sar last ma utrakhand aave
5831,GM,1.amadavad -609 mo janam jayanti  (26/2/1411)
5833,GM, 2.mari hakikat  (narmad) 
5892,GM,Ahmedabad no 609 mo janmdivas  
5893,GM, Sanskrutik mahotsav.. 25 mo gandhinagar ma
5903,GM,"Amadavad no sthapna divas 26February 1411 chhe  
 
 -"
5906,GM,"√26 February 1411 amdavad no jnm divs 
 √Amdavad no 609 mo jnm divs 
 √Vasnt utsv gandhingr"
5908,GM,Ahmedshah banavelu Ahmedabad city nd 26 feb 1411 na work start krelu
5909,GM,26 feb 1411 amdavad no birthday
5911,GM,Amdavad 26 feb 1411 ma sthapna
5915,GM,"Revision 5,10 pela nu rakho to..."
5922,GM,"26 Feb. 1411 ( sunday )  birth day 
 and sthapna divas 610 mo day. 
 1. 609 
 2. Gandhinagar"
5932,GM,Ans ahmedabad sthapana days 26 febuary 1411.
5943,GM,Maa mogal goti de  ae saro Jay maa mogal  🙏🙏
5944,GM,Ha gita ben Jay hoo mogal ma
5947,GM,"Nastik thaine pan mane a Song Bahu j game che 
 Jay ma mogal🙏🙏🙏"
5968,GM,Ha moj ha moj
5978,GM,Ek chamudama new song
5984,GM,Maryada  ni murat cho tame ben
5987,GM, Loko like Karo Jay mogal Raj💕💖❤
5989,GM,"Song super che Mara Geeta Ben nu 
"
5994,GM,Haha bhai
5999,GM,Ha mogal ha
6005,GM,Ava git banavata rho
6006,GM,Jay ma mogal va Gita ben rabari
6007,GM, Jordaar 👌🙏🙏🙏🙏🙏
6012,GM,sachu raday ni aar par utri jay che.
6013,GM,Tamara song tame je rite gav cho 
6014,GM,Jai maa bhot Sundar bhjan🙏😘😘😘
6016,GM,Ak song aakhi life change🧡
6017,GM,Mast song
6030,GM,DJ song maja avigya
6043,GM,Ha mog ha
6065,GM,Dhol nagada bajya Kare and Rona serma song super Dhane ho Gita ben
6070,GM,Vaa gita ben vaa nice
6078,GM,Geet
6084,GM,Sandar song
6095,GM,Ha moj ha jay dwarkadhish..
6117,GM,Su vat se jignesh kaviraj nu song  supar nice
6127,GM,Ha Jignesh moj ha
6144,GM,Wahhhhhh
6156,GM,Vah bhai
6158,GM,Maru favorite song❤❤❤
6160,GM,wah jiga bhai....
6162,GM,Va bhai Cs
6163,GM,2020 ma Aa song kon kon sabhade chhe ane tamari jaanu ni yaad aave chhe like 👍💔
6168,GM,Song mast che pan Bavafa mate  Bov sut kare
6181,GM,chalo ratanpur
6182,GM,bhay super video
